,BRNN,CNN_LSTM,CNN_Res,GRU,Inception,LSTM,RNN
Accuracy,0.978850721724831,0.9791247944454595,0.9855655033802302,0.9815000913575735,0.9886259820939156,0.9764297460259456,0.9085053900968391
